date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:19:07	69892/69892	---MCZ	200	added ('OK')	text/html	etag:W/%22636b8b5e-11104%22	https://htmldemo.net/subas/subas/elements-footer-2.html	C:/Users/Orange/Desktop/Project7/Project7/htmldemo.net/subas/subas/elements-footer-2.html	(from https://htmldemo.net/subas/subas/index.html)
18:19:07	67676/67676	---MCZ	200	added ('OK')	text/html	etag:W/%22636b8b60-1085c%22	https://htmldemo.net/subas/subas/elements-footer-3.html	C:/Users/Orange/Desktop/Project7/Project7/htmldemo.net/subas/subas/elements-footer-3.html	(from https://htmldemo.net/subas/subas/index.html)
18:19:08	73559/73559	---MCZ	200	added ('OK')	text/html	etag:W/%22636b8b5a-11f57%22	https://htmldemo.net/subas/subas/elements-contact-form.html	C:/Users/Orange/Desktop/Project7/Project7/htmldemo.net/subas/subas/elements-contact-form.html	(from https://htmldemo.net/subas/subas/index.html)
18:19:08	70096/70096	---MCZ	200	added ('OK')	text/html	etag:W/%22636b8b69-111d0%22	https://htmldemo.net/subas/subas/elements-map.html	C:/Users/Orange/Desktop/Project7/Project7/htmldemo.net/subas/subas/elements-map.html	(from https://htmldemo.net/subas/subas/index.html)
18:19:09	83477/83477	---MCZ	200	added ('OK')	text/html	etag:W/%22636b8b5b-14615%22	https://htmldemo.net/subas/subas/elements-featured-product-1.html	C:/Users/Orange/Desktop/Project7/Project7/htmldemo.net/subas/subas/elements-featured-product-1.html	(from https://htmldemo.net/subas/subas/index.html)
18:19:09	80726/80726	---MCZ	200	added ('OK')	text/html	etag:W/%22636b8b5c-13b56%22	https://htmldemo.net/subas/subas/elements-featured-product-2.html	C:/Users/Orange/Desktop/Project7/Project7/htmldemo.net/subas/subas/elements-featured-product-2.html	(from https://htmldemo.net/subas/subas/index.html)
18:19:09	172910/172910	---MCZ	200	added ('OK')	text/html	etag:W/%22636b8b6d-2a36e%22	https://htmldemo.net/subas/subas/elements-product-tab-1.html	C:/Users/Orange/Desktop/Project7/Project7/htmldemo.net/subas/subas/elements-product-tab-1.html	(from https://htmldemo.net/subas/subas/index.html)
18:19:11	72985/72985	---MCZ	200	added ('OK')	text/html	etag:W/%22636b8b82-11d19%22	https://htmldemo.net/subas/subas/elements-up-comming-product-1.html	C:/Users/Orange/Desktop/Project7/Project7/htmldemo.net/subas/subas/elements-up-comming-product-1.html	(from https://htmldemo.net/subas/subas/index.html)
18:19:11	153204/153204	---MCZ	200	added ('OK')	text/html	etag:W/%22636b8b70-25674%22	https://htmldemo.net/subas/subas/elements-product-tab-2.html	C:/Users/Orange/Desktop/Project7/Project7/htmldemo.net/subas/subas/elements-product-tab-2.html	(from https://htmldemo.net/subas/subas/index.html)
18:19:11	72775/72775	---MCZ	200	added ('OK')	text/html	etag:W/%22636b8b83-11c47%22	https://htmldemo.net/subas/subas/elements-up-comming-product-2.html	C:/Users/Orange/Desktop/Project7/Project7/htmldemo.net/subas/subas/elements-up-comming-product-2.html	(from https://htmldemo.net/subas/subas/index.html)
18:19:12	85524/85524	---MCZ	200	added ('OK')	text/html	etag:W/%22636b8b75-14e14%22	https://htmldemo.net/subas/subas/elements-single-product.html	C:/Users/Orange/Desktop/Project7/Project7/htmldemo.net/subas/subas/elements-single-product.html	(from https://htmldemo.net/subas/subas/index.html)
18:19:12	79774/79774	---MCZ	200	added ('OK')	text/html	etag:W/%22636b8b72-1379e%22	https://htmldemo.net/subas/subas/elements-sidebar-left.html	C:/Users/Orange/Desktop/Project7/Project7/htmldemo.net/subas/subas/elements-sidebar-left.html	(from https://htmldemo.net/subas/subas/index.html)
18:19:12	79777/79777	---MCZ	200	added ('OK')	text/html	etag:W/%22636b8b75-137a1%22	https://htmldemo.net/subas/subas/elements-sidebar-right.html	C:/Users/Orange/Desktop/Project7/Project7/htmldemo.net/subas/subas/elements-sidebar-right.html	(from https://htmldemo.net/subas/subas/index.html)
18:19:13	71557/71557	---MCZ	200	added ('OK')	text/html	etag:W/%22636b8b72-11785%22	https://htmldemo.net/subas/subas/elements-section-title.html	C:/Users/Orange/Desktop/Project7/Project7/htmldemo.net/subas/subas/elements-section-title.html	(from https://htmldemo.net/subas/subas/index.html)
18:19:13	73155/73155	---MCZ	200	added ('OK')	text/html	etag:W/%22636b8b6d-11dc3%22	https://htmldemo.net/subas/subas/elements-pagination.html	C:/Users/Orange/Desktop/Project7/Project7/htmldemo.net/subas/subas/elements-pagination.html	(from https://htmldemo.net/subas/subas/index.html)
18:19:13	73419/73419	---MCZ	200	added ('OK')	text/html	etag:W/%22636b8b54-11ecb%22	https://htmldemo.net/subas/subas/elements-banner.html	C:/Users/Orange/Desktop/Project7/Project7/htmldemo.net/subas/subas/elements-banner.html	(from https://htmldemo.net/subas/subas/index.html)
18:19:14	73110/73110	---MCZ	200	added ('OK')	text/html	etag:W/%22636b8b55-11d96%22	https://htmldemo.net/subas/subas/elements-brands.html	C:/Users/Orange/Desktop/Project7/Project7/htmldemo.net/subas/subas/elements-brands.html	(from https://htmldemo.net/subas/subas/index.html)
18:19:14	70981/70981	---MCZ	200	added ('OK')	text/html	etag:W/%22636b8b56-11545%22	https://htmldemo.net/subas/subas/elements-breadcrumbs.html	C:/Users/Orange/Desktop/Project7/Project7/htmldemo.net/subas/subas/elements-breadcrumbs.html	(from https://htmldemo.net/subas/subas/index.html)
18:19:14	72161/72161	---MCZ	200	added ('OK')	text/html	etag:W/%22636b8b6a-119e1%22	https://htmldemo.net/subas/subas/elements-newsletter.html	C:/Users/Orange/Desktop/Project7/Project7/htmldemo.net/subas/subas/elements-newsletter.html	(from https://htmldemo.net/subas/subas/index.html)
18:19:15	70238/70238	---MCZ	200	added ('OK')	text/html	etag:W/%22636b8b52-1125e%22	https://htmldemo.net/subas/subas/elements-audio.html	C:/Users/Orange/Desktop/Project7/Project7/htmldemo.net/subas/subas/elements-audio.html	(from https://htmldemo.net/subas/subas/index.html)
18:19:15	80972/80972	---MCZ	200	added ('OK')	text/html	etag:W/%22636b8b7d-13c4c%22	https://htmldemo.net/subas/subas/elements-team.html	C:/Users/Orange/Desktop/Project7/Project7/htmldemo.net/subas/subas/elements-team.html	(from https://htmldemo.net/subas/subas/index.html)
18:19:15	71348/71348	---MCZ	200	added ('OK')	text/html	etag:W/%22636b8b85-116b4%22	https://htmldemo.net/subas/subas/elements-video.html	C:/Users/Orange/Desktop/Project7/Project7/htmldemo.net/subas/subas/elements-video.html	(from https://htmldemo.net/subas/subas/index.html)
18:19:15	73541/73541	---MCZ	200	added ('OK')	text/html	etag:W/%22636b8b81-11f45%22	https://htmldemo.net/subas/subas/elements-typography.html	C:/Users/Orange/Desktop/Project7/Project7/htmldemo.net/subas/subas/elements-typography.html	(from https://htmldemo.net/subas/subas/index.html)
18:19:16	72212/72212	---MCZ	200	added ('OK')	text/html	etag:W/%22636b8b57-11a14%22	https://htmldemo.net/subas/subas/elements-buttons.html	C:/Users/Orange/Desktop/Project7/Project7/htmldemo.net/subas/subas/elements-buttons.html	(from https://htmldemo.net/subas/subas/index.html)
18:19:16	72750/72750	---MCZ	200	added ('OK')	text/html	etag:W/%22636b8b59-11c2e%22	https://htmldemo.net/subas/subas/elements-call-to-action.html	C:/Users/Orange/Desktop/Project7/Project7/htmldemo.net/subas/subas/elements-call-to-action.html	(from https://htmldemo.net/subas/subas/index.html)
18:19:16	74639/74639	---MCZ	200	added ('OK')	text/html	etag:W/%22636b8b50-1238f%22	https://htmldemo.net/subas/subas/elements-accordion.html	C:/Users/Orange/Desktop/Project7/Project7/htmldemo.net/subas/subas/elements-accordion.html	(from https://htmldemo.net/subas/subas/index.html)
18:19:16	72908/72908	---MCZ	200	added ('OK')	text/html	etag:W/%22636b8b52-11ccc%22	https://htmldemo.net/subas/subas/elements-alerts.html	C:/Users/Orange/Desktop/Project7/Project7/htmldemo.net/subas/subas/elements-alerts.html	(from https://htmldemo.net/subas/subas/index.html)
18:19:17	75408/75408	---MCZ	200	added ('OK')	text/html	etag:W/%22636b8b70-12690%22	https://htmldemo.net/subas/subas/elements-progress-bars.html	C:/Users/Orange/Desktop/Project7/Project7/htmldemo.net/subas/subas/elements-progress-bars.html	(from https://htmldemo.net/subas/subas/index.html)
18:19:17	75695/75695	---MCZ	200	added ('OK')	text/html	etag:W/%22636b8b78-127af%22	https://htmldemo.net/subas/subas/elements-tab.html	C:/Users/Orange/Desktop/Project7/Project7/htmldemo.net/subas/subas/elements-tab.html	(from https://htmldemo.net/subas/subas/index.html)
18:19:18	75566/75566	---MCZ	200	added ('OK')	text/html	etag:W/%22636b8b7f-1272e%22	https://htmldemo.net/subas/subas/elements-toggles.html	C:/Users/Orange/Desktop/Project7/Project7/htmldemo.net/subas/subas/elements-toggles.html	(from https://htmldemo.net/subas/subas/index.html)
18:19:18	131331/131331	---MCZ	200	added ('OK')	text/html	etag:W/%22636b8b9f-20103%22	https://htmldemo.net/subas/subas/shop.html	C:/Users/Orange/Desktop/Project7/Project7/htmldemo.net/subas/subas/shop.html	(from https://htmldemo.net/subas/subas/index.html)
18:19:19	15499/15499	---M--	200	added ('OK')	image/jpeg	date:Thu,%2005%20Sep%202024%2015:19:17%20GMT	https://htmldemo.net/subas/subas/img/mega-menu/1.jpg	C:/Users/Orange/Desktop/Project7/Project7/htmldemo.net/subas/subas/img/mega-menu/1.jpg	(from https://htmldemo.net/subas/subas/index.html)
18:19:20	136169/136169	---MCZ	200	added ('OK')	text/html	etag:W/%22636b8b9d-213e9%22	https://htmldemo.net/subas/subas/shop-right-sidebar.html	C:/Users/Orange/Desktop/Project7/Project7/htmldemo.net/subas/subas/shop-right-sidebar.html	(from https://htmldemo.net/subas/subas/index.html)
18:19:20	136168/136168	---MCZ	200	added ('OK')	text/html	etag:W/%22636b8b99-213e8%22	https://htmldemo.net/subas/subas/shop-left-sidebar.html	C:/Users/Orange/Desktop/Project7/Project7/htmldemo.net/subas/subas/shop-left-sidebar.html	(from https://htmldemo.net/subas/subas/index.html)
18:19:20	136160/136160	---MCZ	200	added ('OK')	text/html	etag:W/%22636b8b9c-213e0%22	https://htmldemo.net/subas/subas/shop-list.html	C:/Users/Orange/Desktop/Project7/Project7/htmldemo.net/subas/subas/shop-list.html	(from https://htmldemo.net/subas/subas/index.html)
18:19:26	103775/103775	---MCZ	200	added ('OK')	text/html	etag:W/%22636b8ba4-1955f%22	https://htmldemo.net/subas/subas/single-product.html	C:/Users/Orange/Desktop/Project7/Project7/htmldemo.net/subas/subas/single-product.html	(from https://htmldemo.net/subas/subas/index.html)
18:19:26	136174/136174	---MCZ	200	added ('OK')	text/html	etag:W/%22636b8b9b-213ee%22	https://htmldemo.net/subas/subas/shop-list-right-sidebar.html	C:/Users/Orange/Desktop/Project7/Project7/htmldemo.net/subas/subas/shop-list-right-sidebar.html	(from https://htmldemo.net/subas/subas/index.html)
18:19:26	108969/108969	---MCZ	200	added ('OK')	text/html	etag:W/%22636b8ba1-1a9a9%22	https://htmldemo.net/subas/subas/single-product-left-sidebar.html	C:/Users/Orange/Desktop/Project7/Project7/htmldemo.net/subas/subas/single-product-left-sidebar.html	(from https://htmldemo.net/subas/subas/index.html)
18:19:27	100686/100686	---MCZ	200	added ('OK')	text/html	etag:W/%22636b8ba2-1894e%22	https://htmldemo.net/subas/subas/single-product-no-sidebar.html	C:/Users/Orange/Desktop/Project7/Project7/htmldemo.net/subas/subas/single-product-no-sidebar.html	(from https://htmldemo.net/subas/subas/index.html)
18:19:27	106040/106040	---MCZ	200	added ('OK')	text/html	etag:W/%22636b8b4d-19e38%22	https://htmldemo.net/subas/subas/cart.html	C:/Users/Orange/Desktop/Project7/Project7/htmldemo.net/subas/subas/cart.html	(from https://htmldemo.net/subas/subas/index.html)
18:19:27	106056/106056	---MCZ	200	added ('OK')	text/html	etag:W/%22636b8b4d-19e48%22	https://htmldemo.net/subas/subas/checkout.html	C:/Users/Orange/Desktop/Project7/Project7/htmldemo.net/subas/subas/checkout.html	(from https://htmldemo.net/subas/subas/index.html)
18:19:28	106060/106060	---MCZ	200	added ('OK')	text/html	etag:W/%22636b8b98-19e4c%22	https://htmldemo.net/subas/subas/order.html	C:/Users/Orange/Desktop/Project7/Project7/htmldemo.net/subas/subas/order.html	(from https://htmldemo.net/subas/subas/index.html)
18:19:28	77954/77954	---MCZ	200	added ('OK')	text/html	etag:W/%22636b8b46-13082%22	https://htmldemo.net/subas/subas/about.html	C:/Users/Orange/Desktop/Project7/Project7/htmldemo.net/subas/subas/about.html	(from https://htmldemo.net/subas/subas/index.html)
18:19:28	65157/65157	---MCZ	200	added ('OK')	text/html	etag:W/%22636b8b40-fe85%22	https://htmldemo.net/subas/subas/404.html	C:/Users/Orange/Desktop/Project7/Project7/htmldemo.net/subas/subas/404.html	(from https://htmldemo.net/subas/subas/index.html)
18:19:29	89585/89585	---MCZ	200	added ('OK')	text/html	etag:W/%22636b8b4b-15df1%22	https://htmldemo.net/subas/subas/blog.html	C:/Users/Orange/Desktop/Project7/Project7/htmldemo.net/subas/subas/blog.html	(from https://htmldemo.net/subas/subas/index.html)
18:19:29	100071/100071	---MCZ	200	added ('OK')	text/html	etag:W/%22636b8b49-186e7%22	https://htmldemo.net/subas/subas/blog-left-sidebar.html	C:/Users/Orange/Desktop/Project7/Project7/htmldemo.net/subas/subas/blog-left-sidebar.html	(from https://htmldemo.net/subas/subas/index.html)
18:19:29	100655/100655	---MCZ	200	added ('OK')	text/html	etag:W/%22636b8b4a-1892f%22	https://htmldemo.net/subas/subas/blog-right-sidebar.html	C:/Users/Orange/Desktop/Project7/Project7/htmldemo.net/subas/subas/blog-right-sidebar.html	(from https://htmldemo.net/subas/subas/index.html)
18:19:31	83019/83019	---MCZ	200	added ('OK')	text/html	etag:W/%22636b8b48-1444b%22	https://htmldemo.net/subas/subas/blog-2.html	C:/Users/Orange/Desktop/Project7/Project7/htmldemo.net/subas/subas/blog-2.html	(from https://htmldemo.net/subas/subas/index.html)
18:19:31	94663/94663	---MCZ	200	added ('OK')	text/html	etag:W/%22636b8b43-171c7%22	https://htmldemo.net/subas/subas/blog-2-left-sidebar.html	C:/Users/Orange/Desktop/Project7/Project7/htmldemo.net/subas/subas/blog-2-left-sidebar.html	(from https://htmldemo.net/subas/subas/index.html)
18:19:32	94824/94824	---MCZ	200	added ('OK')	text/html	etag:W/%22636b8b45-17268%22	https://htmldemo.net/subas/subas/blog-2-right-sidebar.html	C:/Users/Orange/Desktop/Project7/Project7/htmldemo.net/subas/subas/blog-2-right-sidebar.html	(from https://htmldemo.net/subas/subas/index.html)
18:19:32	84877/84877	---MCZ	200	added ('OK')	text/html	etag:W/%22636b8ba0-14b8d%22	https://htmldemo.net/subas/subas/single-blog.html	C:/Users/Orange/Desktop/Project7/Project7/htmldemo.net/subas/subas/single-blog.html	(from https://htmldemo.net/subas/subas/index.html)
18:19:32	70407/70407	---MCZ	200	added ('OK')	text/html	etag:W/%22636b8b4f-11307%22	https://htmldemo.net/subas/subas/contact.html	C:/Users/Orange/Desktop/Project7/Project7/htmldemo.net/subas/subas/contact.html	(from https://htmldemo.net/subas/subas/index.html)
18:19:32	2053/2053	---M--	200	added ('OK')	image/jpeg	date:Thu,%2005%20Sep%202024%2015:19:31%20GMT	https://htmldemo.net/subas/subas/img/cart/1.jpg	C:/Users/Orange/Desktop/Project7/Project7/htmldemo.net/subas/subas/img/cart/1.jpg	(from https://htmldemo.net/subas/subas/index.html)
18:19:33	74063/74063	---M--	200	added ('OK')	image/jpeg	date:Thu,%2005%20Sep%202024%2015:19:31%20GMT	https://htmldemo.net/subas/subas/img/slider/slider-1/1.jpg	C:/Users/Orange/Desktop/Project7/Project7/htmldemo.net/subas/subas/img/slider/slider-1/1.jpg	(from https://htmldemo.net/subas/subas/index.html)
18:19:34	11306/11306	---M--	200	added ('OK')	image/jpeg	date:Thu,%2005%20Sep%202024%2015:19:32%20GMT	https://htmldemo.net/subas/subas/img/product/5.jpg	C:/Users/Orange/Desktop/Project7/Project7/htmldemo.net/subas/subas/img/product/5.jpg	(from https://htmldemo.net/subas/subas/index.html)
18:19:34	64309/64309	---M--	200	added ('OK')	image/jpeg	date:Thu,%2005%20Sep%202024%2015:19:32%20GMT	https://htmldemo.net/subas/subas/img/slider/slider-1/2.jpg	C:/Users/Orange/Desktop/Project7/Project7/htmldemo.net/subas/subas/img/slider/slider-1/2.jpg	(from https://htmldemo.net/subas/subas/index.html)
18:19:34	9133/9133	---M--	200	added ('OK')	image/jpeg	date:Thu,%2005%20Sep%202024%2015:19:33%20GMT	https://htmldemo.net/subas/subas/img/product/6.jpg	C:/Users/Orange/Desktop/Project7/Project7/htmldemo.net/subas/subas/img/product/6.jpg	(from https://htmldemo.net/subas/subas/index.html)
18:19:34	7283/7283	---M--	200	added ('OK')	image/jpeg	date:Thu,%2005%20Sep%202024%2015:19:33%20GMT	https://htmldemo.net/subas/subas/img/product/7.jpg	C:/Users/Orange/Desktop/Project7/Project7/htmldemo.net/subas/subas/img/product/7.jpg	(from https://htmldemo.net/subas/subas/index.html)
18:19:35	7639/7639	---M--	200	added ('OK')	image/jpeg	date:Thu,%2005%20Sep%202024%2015:19:33%20GMT	https://htmldemo.net/subas/subas/img/product/8.jpg	C:/Users/Orange/Desktop/Project7/Project7/htmldemo.net/subas/subas/img/product/8.jpg	(from https://htmldemo.net/subas/subas/index.html)
18:19:35	9968/9968	---M--	200	added ('OK')	image/jpeg	date:Thu,%2005%20Sep%202024%2015:19:33%20GMT	https://htmldemo.net/subas/subas/img/product/1.jpg	C:/Users/Orange/Desktop/Project7/Project7/htmldemo.net/subas/subas/img/product/1.jpg	(from https://htmldemo.net/subas/subas/index.html)
18:19:35	6065/6065	---M--	200	added ('OK')	image/jpeg	date:Thu,%2005%20Sep%202024%2015:19:34%20GMT	https://htmldemo.net/subas/subas/img/product/2.jpg	C:/Users/Orange/Desktop/Project7/Project7/htmldemo.net/subas/subas/img/product/2.jpg	(from https://htmldemo.net/subas/subas/index.html)
18:19:35	10741/10741	---M--	200	added ('OK')	image/jpeg	date:Thu,%2005%20Sep%202024%2015:19:34%20GMT	https://htmldemo.net/subas/subas/img/product/3.jpg	C:/Users/Orange/Desktop/Project7/Project7/htmldemo.net/subas/subas/img/product/3.jpg	(from https://htmldemo.net/subas/subas/index.html)
18:19:36	9580/9580	---M--	200	added ('OK')	image/jpeg	date:Thu,%2005%20Sep%202024%2015:19:34%20GMT	https://htmldemo.net/subas/subas/img/product/4.jpg	C:/Users/Orange/Desktop/Project7/Project7/htmldemo.net/subas/subas/img/product/4.jpg	(from https://htmldemo.net/subas/subas/index.html)
18:19:36	10468/10468	---M--	200	added ('OK')	image/jpeg	date:Thu,%2005%20Sep%202024%2015:19:35%20GMT	https://htmldemo.net/subas/subas/img/up-comming/1.jpg	C:/Users/Orange/Desktop/Project7/Project7/htmldemo.net/subas/subas/img/up-comming/1.jpg	(from https://htmldemo.net/subas/subas/index.html)
